_id,﻿id,año,rol_establecimiento,id_rol_establecimiento,id_vu,nombre_establecimiento,razon_social,rut_razon_social,ciiu4,id_ciiu4,ciiu6,id_ciiu6,latitud,longitud,id_comuna,comuna,provincia,region,rubro_vu,id_rubro_vu,entrada_salida,cantidad_toneladas,tratamiento_nivel_3,id_tratamiento_nivel_3,tratamiento_nivel_1,id_tratamiento_nivel_1,capitulo_ler,id_capitulo_ler,subcapitulo_ler,id_subcapitulo_ler,nombre_ler,ler_codigo
1869,1807,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"468,46",Relleno sanitario,11,Eliminación,1,16 | Residuos no especificados en otro capítulo de la lista,16,03 | Lotes de productos fuera de especificación y productos no utilizados,3,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,2006-03-16T00:00:00
1870,1808,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"149,877",Relleno sanitario,11,Eliminación,1,16 | Residuos no especificados en otro capítulo de la lista,16,10 | Residuos líquidos acuosos destinados a plantas de tratamiento externas,10,16 10 04 | Concentrados acuosos distintos de los especificados en el código 16 10 03,2004-10-16T00:00:00
1871,1809,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"192,835",Relleno sanitario,11,Eliminación,1,17 | Residuos de la construcción y demolición,17,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",1,"17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06",2007-01-17T00:00:00
1872,1812,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"14,661",Relleno sanitario,11,Eliminación,1,17 | Residuos de la construcción y demolición,17,"02 | Madera, vidrio y plástico",2,"17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",2003-02-17T00:00:00
1873,1813,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"12,508",Relleno sanitario,11,Eliminación,1,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,17 04 07 | Metales mezclados,2007-04-17T00:00:00
1874,1814,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"0,261",Relleno sanitario,11,Eliminación,1,17 | Residuos de la construcción y demolición,17,06 | Materiales de aislamiento y materiales de construcción que no contienen amianto (asbesto),6,17 06 04 | Materiales de aislamiento distintos de los especificados en los códigos 17 06 01 y 17 06 03,2004-06-17T00:00:00
1875,1815,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"2800,093",Relleno sanitario,11,Eliminación,1,17 | Residuos de la construcción y demolición,17,09 | Otros residuos de construcción y demolición,9,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",2004-09-17T00:00:00
1876,1816,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"510,02742",Relleno sanitario,11,Eliminación,1,18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios),18,"01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas",1,"18 01 04 | Residuos cuya recogida y eliminación no es objeto de requisitos especiales para prevenir infecciones (por ejemplo, vendajes, vaciados de yeso, ropa blanca, ropa desechable, pañales)",2004-01-18T00:00:00
1877,1817,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"443,453931",Relleno sanitario,11,Eliminación,1,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",19,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,8,19 08 01 | Residuos de cribado,2001-08-19T00:00:00
1878,1818,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"364,095181",Relleno sanitario,11,Eliminación,1,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",19,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,8,19 08 02 | Residuos de desarenado,2002-08-19T00:00:00
1879,1819,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"12,35",Relleno sanitario,11,Eliminación,1,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",19,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,8,19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa,2009-08-19T00:00:00
1880,1820,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"635,98",Relleno sanitario,11,Eliminación,1,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",19,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,8,"19 08 14 | Lodos procedentes de otros tratamientos de aguas residuales industriales, distintos de los especificados en el código 19 08 13",2014-08-19T00:00:00
1881,1821,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"25,2238",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 01 | Papel y cartón,2001-01-20T00:00:00
1882,1822,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"27,59",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 08 | Residuos biodegradables de cocinas y restaurantes,2008-01-20T00:00:00
1883,1823,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"39,14",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 25 | Aceites y grasas comestibles,2025-01-20T00:00:00
1884,1824,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"0,1",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,"20 01 36 | Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35",2036-01-20T00:00:00
1885,1825,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"39,13",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 39 | Plásticos,2039-01-20T00:00:00
1886,1826,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"9260,04",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,20 01 99 | Otras fracciones no especificadas en otra categoría,1999-01-20T00:00:00
1887,1827,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"3,08",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,02 | Residuos de parques y jardines (incluidos los residuos de cementerios),2,20 02 01 | Residuos biodegradables,2001-02-20T00:00:00
1888,1828,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"8,16",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,03 | Otros residuos municipales,3,20 03 02 | Residuos de mercados,2002-03-20T00:00:00
1889,1829,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"253,38",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,03 | Otros residuos municipales,3,20 03 03 | Residuos de limpieza viaria,2003-03-20T00:00:00
1890,1830,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"34,55",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,03 | Otros residuos municipales,3,20 03 07 | Residuos voluminosos (incluidos muebles),2007-03-20T00:00:00
1891,1831,2022,Destinatario Final,4,33161,PLANTA COPIULEMU,HIDRONOR CHILE S.A,96607990-8,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,"-36,863902346883","-72,856266512602",8104,Florida,Concepción,Biobío,Gestores de residuos,15,1,"81443,03775",Relleno sanitario,11,Eliminación,1,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,03 | Otros residuos municipales,3,20 03 99 | Residuos municipales no especificados en otra categoría,1999-03-20T00:00:00
1892,1832,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"2,14",Preparación para reutilización,7,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 01 | Limaduras y virutas de metales férreos,2001-12-01T00:00:00
1893,1833,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"91,55",Preparación para reutilización,7,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,17 04 05 | Hierro y acero no galvanizados,2005-04-17T00:00:00
1894,1834,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"2,35",Preparación para reutilización,7,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,17 04 05 | Hierro y acero no galvanizados,2005-04-17T00:00:00
1895,1835,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"16,97",Pretratamiento de Metales,44,Recolección,5,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,17 04 12 | Hierro y acero galvanizados,2012-04-17T00:00:00
1896,1836,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"1,5",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 01 | Limaduras y virutas de metales férreos,2001-12-01T00:00:00
1897,1837,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"6,44",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 01 | Limaduras y virutas de metales férreos,2001-12-01T00:00:00
1898,1838,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"5,82",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 01 | Limaduras y virutas de metales férreos,2001-12-01T00:00:00
1899,1839,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"1,608",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 01 | Limaduras y virutas de metales férreos,2001-12-01T00:00:00
1900,1840,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"1,63",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 01 | Limaduras y virutas de metales férreos,2001-12-01T00:00:00
1901,1841,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"23,03",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 01 | Limaduras y virutas de metales férreos,2001-12-01T00:00:00
1902,1842,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"2,579",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 02 | Polvo y partículas de metales férreos,2002-12-01T00:00:00
1903,1843,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,007",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 03 | Limaduras y virutas de metales no férreos,2003-12-01T00:00:00
1904,1844,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,61",Reciclaje de metales,20,Valorización,2,12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos,12,01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos,1,12 01 13 | Residuos de soldadura,2013-12-01T00:00:00
1905,1845,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,2",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,"17 04 01 | Cobre, bronce, latón",2001-04-17T00:00:00
1906,1846,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,33",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,"17 04 01 | Cobre, bronce, latón",2001-04-17T00:00:00
1907,1847,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,006",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,"17 04 01 | Cobre, bronce, latón",2001-04-17T00:00:00
1908,1848,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,241",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,"17 04 01 | Cobre, bronce, latón",2001-04-17T00:00:00
1909,1849,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,099",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,"17 04 01 | Cobre, bronce, latón",2001-04-17T00:00:00
1910,1857,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,014",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,17 04 02 | Aluminio,2002-04-17T00:00:00
1911,1858,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"8,976",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,17 04 02 | Aluminio,2002-04-17T00:00:00
1912,1859,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,144",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,17 04 02 | Aluminio,2002-04-17T00:00:00
1913,1860,2022,Destinatario Final,4,5465033,RECICLAJES FAREX SPA,RECICLAJES FAREX SPA,76200213-2,"Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.",G4669,Venta al por mayor de desechos metálicos (chatarra),G466902,"-33,486864806709","-70,701354785133",13102,Cerrillos,Santiago,Metropolitana de Santiago,Comercio mayorista,18,1,"0,281",Reciclaje de metales,20,Valorización,2,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,17 04 02 | Aluminio,2002-04-17T00:00:00
